Id,SalePrice
1461,93349.93884143217
1462,138858.23996168183
1463,175220.99430465983
1464,195857.82346938355
1465,192830.27201308837
1466,174353.36165384503
1467,168442.41160004452
1468,169689.7151281256
1469,193492.65801075767
1470,109922.42407636096
1471,216810.2164962948
1472,117276.5160295986
1473,110346.26710526881
1474,164966.08932218098
1475,120034.19234039701
1476,367939.9020834875
1477,240262.96591631323
1478,343282.68625126634
1479,327224.1077352084
1480,447979.3331407256
1481,298349.4003564217
1482,235335.68443387738
1483,179435.4640123011
1484,189987.8499977068
1485,211480.31133769968
1486,208266.55372968965
1487,300514.9475957795
1488,238705.13549470325
1489,182693.25895024222
1490,242843.22609596708
1491,195267.01182188911
1492,94731.31847601081
1493,207620.11595145956
1494,273419.55899348273
1495,273291.48219313135
1496,254687.51332682144
1497,193315.4634689481
1498,184270.4463118055
1499,190440.92570364926
1500,185772.81272558798
1501,215769.79529423738
1502,176025.49043286458
1503,267216.0207291728
1504,238552.95124194678
1505,222393.3154520297
1506,197468.14942155674
1507,233106.49670886734
1508,194408.94151588564
1509,154739.89251044102
1510,143675.09891284912
1511,133759.7431939799
1512,175036.45493084186
1513,158747.89515447756
1514,163360.1836126658
1515,222734.67021093649
1516,163648.33776902576
1517,161451.59054567243
1518,149932.1839198815
1519,224602.27559230957
1520,120565.655581328
1521,114074.05719402437
1522,198920.87773079568
1523,94356.10268224138
1524,109994.25052201263
1525,95957.65751639578
1526,106243.85314120518
1527,105148.01337052902
1528,127608.5945189695
1529,130796.42131110936
1530,171783.69865818787
1531,159184.56089583886
1532,100443.32222328441
1533,146261.67362362123
1534,124116.16988077892
1535,146479.76934929556
1536,105029.80915075722
1537,77573.69418674338
1538,171391.12111629723
1539,222649.07737964147
1540,142144.664892085
1541,144973.67314476587
1542,132729.36564648632
1543,181898.88083451366
1544,85683.3551175607
1545,111704.5577529709
1546,154646.11500690065
1547,146196.0046225544
1548,120540.20445369705
1549,109594.04580435764
1550,141494.38911101787
1551,127466.43051623442
1552,142298.14524825732
1553,138995.7992915357
1554,124257.94211564143
1555,164540.1278620037
1556,105645.76966984672
1557,116783.04818833884
1558,100491.60779249284
1559,105063.9178108103
1560,153633.20325846493
1561,158290.16493535938
1562,120562.98874927967
1563,115019.3402682283
1564,176469.30947534874
1565,149888.472528235
1566,206621.82017279696
1567,82689.53403852793
1568,215952.07936853907
1569,131709.23459443246
1570,154236.0210472367
1571,124578.20240320815
1572,127318.60801392695
1573,227952.06679324628
1574,140270.94825205186
1575,225588.1364102837
1576,234376.11226709685
1577,193256.56086336393
1578,141901.10408144136
1579,133655.5861950512
1580,191251.053547924
1581,140785.55350258824
1582,115200.59567862136
1583,282175.14124847203
1584,222378.49463685427
1585,166208.20575477797
1586,64081.09147626975
1587,101315.60621114759
1588,121889.47785863321
1589,106776.14807523788
1590,136498.29392334452
1591,80610.59427991383
1592,146151.20269131425
1593,129245.99556247152
1594,148383.04591921793
1595,128941.24850611313
1596,216378.69619336506
1597,181832.02325397066
1598,204632.9527592056
1599,196358.20215637935
1600,198790.64578219553
1601,39076.64697640212
1602,107302.06064003152
1603,88036.15318253964
1604,282455.0173895723
1605,250716.4562682712
1606,168715.0846932547
1607,196725.52012082317
1608,232320.9321306516
1609,182485.17000593463
1610,148878.86547396745
1611,145578.3903560883
1612,192756.37684834006
1613,160091.46404292053
1614,137272.68405021328
1615,92626.69509707227
1616,83815.8038718824
1617,88783.54762982369
1618,103989.26524091259
1619,121188.68787398924
1620,201629.26307164173
1621,122986.67133835959
1622,127887.56699756821
1623,263950.6722770612
1624,220367.48086298048
1625,102376.68018197344
1626,187359.23289432848
1627,181702.21065107425
1628,264287.13342611183
1629,198044.54046071987
1630,319355.20079835213
1631,212849.23545273114
1632,234494.80916342052
1633,191675.0475846315
1634,202271.16987417807
1635,191734.94574346606
1636,168549.32832878313
1637,183562.12644334012
1638,210455.44539287567
1639,185214.54060925325
1640,239675.44818346752
1641,192678.28091858304
1642,256949.24638381478
1643,227109.99399638426
1644,228964.97760385423
1645,189589.71566042787
1646,169372.46685269388
1647,164063.77954612923
1648,129127.7502057274
1649,125414.50740128598
1650,103250.97638872001
1651,99996.0997212947
1652,126506.02733269759
1653,124463.48053706935
1654,164211.14224333232
1655,164226.61703034537
1656,160251.40538535448
1657,166468.51227072973
1658,172310.63526034204
1659,120107.1154742525
1660,155619.93223008647
1661,443667.86634263035
1662,365576.39798991894
1663,381448.0030701242
1664,452899.624800254
1665,346045.42507879296
1666,320123.9898238749
1667,355180.0678952827
1668,363217.28380732244
1669,332253.553081043
1670,369775.077842846
1671,253242.91325003305
1672,402129.18447073095
1673,282624.5325971459
1674,250990.76783219998
1675,205719.52797821208
1676,217819.7331598516
1677,232945.34983553196
1678,430121.4336031605
1679,368058.01728128834
1680,362766.9647958751
1681,324393.61896027485
1682,303671.1777470726
1683,216820.42394353758
1684,196820.05524271692
1685,187898.83326325205
1686,203808.45434822747
1687,194409.80637127566
1688,210102.8742067122
1689,203751.0034628392
1690,216565.3797361789
1691,209685.54640509014
1692,288001.23682916653
1693,192753.6984619068
1694,194077.3961836707
1695,180533.72752578964
1696,258158.14736573002
1697,183535.58510963616
1698,300392.42760275054
1699,292223.93064940267
1700,245672.85274354482
1701,262838.7948167403
1702,235227.11330421295
1703,251982.62010027186
1704,262942.9659080627
1705,258908.46736910235
1706,400476.9684118085
1707,228029.79518985236
1708,191889.54615813322
1709,244579.17277834538
1710,228726.63825656928
1711,283215.58553465543
1712,245222.9008199575
1713,270557.3340315018
1714,215996.7174213245
1715,208888.83737253706
1716,177702.69906843454
1717,190324.87421110895
1718,133276.7985123703
1719,198194.93779536185
1720,225310.07778975798
1721,169189.16240014276
1722,120111.12475696842
1723,162354.23219952022
1724,209402.88145699492
1725,237610.7947266518
1726,189667.42749583913
1727,168943.02363217418
1728,193632.52201058724
1729,153250.78608359626
1730,182257.8867714862
1731,118737.38757294415
1732,125461.43859930128
1733,91685.22728697144
1734,109478.86450702665
1735,127385.29904527706
1736,100177.97552424854
1737,266372.83175127394
1738,222763.23709278373
1739,271612.3193283869
1740,221801.89216954837
1741,205148.13586625273
1742,200901.83339244398
1743,201977.8399966543
1744,301916.31772973493
1745,194483.93162639847
1746,243566.60702896383
1747,225180.71920389932
1748,223040.9122774225
1749,158691.47724031418
1750,136052.31650415924
1751,242548.73611171055
1752,103156.67309917822
1753,146057.67800149124
1754,208895.63542235486
1755,186394.47572125786
1756,112514.11668788004
1757,95778.40271570522
1758,154094.35240646478
1759,176641.74123041861
1760,168431.98904422735
1761,163013.14735796186
1762,173951.05373787478
1763,187852.37462276002
1764,107065.72385337038
1765,174193.15419341458
1766,179915.477885676
1767,206449.14423819014
1768,126736.52675595025
1769,176275.1809152485
1770,144036.00750547848
1771,115489.0064213904
1772,127210.30722790647
1773,126208.49684296371
1774,183224.97382142284
1775,121914.1134730423
1776,113986.08974454828
1777,99473.73026977242
1778,135606.90030222395
1779,121237.92608514868
1780,177753.75067305993
1781,112432.13205778474
1782,65883.01470708418
1783,143872.36134979365
1784,91963.7350553552
1785,135232.8039085971
1786,169465.8519230265
1787,181825.74019655638
1788,54165.530353117574
1789,109006.41389372305
1790,67892.98503638846
1791,220727.5312062232
1792,141034.02983237832
1793,152484.38655051397
1794,154704.51866316603
1795,117493.17256038885
1796,131135.62078218986
1797,118489.48206479916
1798,102801.89160777422
1799,91949.95422576519
1800,127635.35832737596
1801,113066.4854502085
1802,142970.81747501646
1803,162311.08086444868
1804,137125.92152027896
1805,133734.93151829363
1806,128371.44571960036
1807,163811.46503617987
1808,129131.50120895496
1809,122350.48144098457
1810,137290.54486130076
1811,119613.90525064932
1812,94859.66517907365
1813,110126.05161532083
1814,87641.89881568812
1815,42749.39511523675
1816,89974.60379457647
1817,128137.48920055048
1818,179181.05144598926
1819,171902.87177997577
1820,78726.17302969989
1821,132386.33762032387
1822,158014.47204974425
1823,51644.935409852216
1824,143524.54083412618
1825,144493.93172282158
